[02:05:09 | 13-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x1c2c49ae998396441501f8f30dc0126a153ab6fb0e0c9b30ae6b03ba3fe7cd81
[09:17:29 | 17-02-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:17:32 | 17-02-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:10:05 | 18-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xcf73953ad5ec7c6756657164526c9a71f1f2426d27c55891ec98fa499451e47f
[09:10:13 | 18-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x426a5422160baa1c93181ee164455028b3aae2145a1db115db06565f676fb852
[09:13:16 | 18-02-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:13:19 | 18-02-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:10:57 | 19-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe29bf15c86e1a9b7eb69d8663ec794b9566177e0c0c53faaa19facbb89c47bf6
[09:11:12 | 19-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x70e9283d1aa9828aeb494e7a3dc0ec0671ccce999152aafc932020f52776ea73
[09:14:16 | 19-02-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:14:19 | 19-02-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:11:23 | 20-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8b4a4699b4cd28cf077a71d917dcc1a8843e1b87da9779868ad79ba6f068c56b
[09:11:37 | 20-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x026ea99ac0a548f319c640a9a65906bd5b28c92b328281b89a6dad3fd759f443
[09:14:40 | 20-02-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:14:42 | 20-02-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:11:58 | 21-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xd71c9769009e509eb0e789f4d7a15d6c58c11aff660cd6aafd59ea2df837be79
[09:12:13 | 21-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd2224f92dc81e792fafd7d080b0476c7e45afbcc062300bd16a7ddcb989149bb
[09:15:16 | 21-02-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:15:19 | 21-02-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:08:04 | 22-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3deebf6cd9bc6f56cecd4a5c0bcecb1f6093e303c91abad67230661ff6f70d56
[09:11:07 | 22-02-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:11:09 | 22-02-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:16:40 | 23-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x891d8be144cd8c1eaf583ee24015546fa1eea5cee3caf29d3b21198469c3e611
[09:16:52 | 23-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd5122e79c30018a94cdb3606a8ae0155f3a4e7fefbcf34e3f79fb38d0736b477
[09:19:55 | 23-02-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:19:58 | 23-02-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:15:52 | 24-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd8d6b4d311adb11736554215699123d13c7db31b1ae57feaab4e042460ea1032
[09:18:55 | 24-02-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:18:58 | 24-02-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:14:14 | 25-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa20fd32f13081e551c125f97a9bfc37bfcd6676b26cdfd65b0729d886b9650f6
[09:17:17 | 25-02-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:17:20 | 25-02-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:13:58 | 26-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc9ca500372ea6d23c6424fa878384f8908e304f4cf359d46b6a8f97a08d716e3
[09:14:16 | 26-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x77812757949b4e06c257738f503c08c3a24f1eb0b76e9630fac7c743e29bac1a
[09:17:19 | 26-02-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:17:22 | 26-02-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:14:36 | 27-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xc5a413d54dcd8bdf2b8623d1564527e2a4da1e2676a418dd93336410d33d2144
[09:14:51 | 27-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x5901ba308f5b7343d356180d176bcd3316284e67a71d0d2cdff6d39469d3ee24
[09:17:54 | 27-02-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:17:57 | 27-02-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:15:16 | 28-02-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x97990083b648638f30be0a51630d8d7563907a2b1e2d43d30414a9954237446e
[09:15:28 | 28-02-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x7324b8562775c9da435cfd7633e2e6b54c74d710de499c1e1b274ea30185e9cb
[09:18:31 | 28-02-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:18:34 | 28-02-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:19:27 | 01-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x12f655c70fdd8088c83d2274d3a1668d1c5290325e4038da294dce6a5da3e7a8
[09:19:40 | 01-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x65c203f54ff369a69bbfdf717e1de2fa86f514648d246293a82e78ecd28af29a
[09:22:43 | 01-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:22:46 | 01-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:18:19 | 02-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8768149902fe631a0f554001092909c6e7469a6e38a69ff2c6c467e957261891
[09:18:26 | 02-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe33b32d71abff9ba21fb1ca9e0e513609d82b8438482d2d003f1bf3d00093f93
[09:21:29 | 02-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:21:33 | 02-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:16:45 | 03-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xb059ce0df7af7ef1d9aa29eef6a1e83bf9be2ad848092dc50ee79b7e3d79bddc
[09:17:02 | 03-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6505f4e03c2893f40577bb3aa64388a0a439ded3a3e9066f77772ea8cafda28d
[09:20:05 | 03-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:20:08 | 03-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:15:58 | 04-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xe8f1df0428aacca0787ee7636e892bf1dd8bdeb85ff74e3d735903d2a1c769c2
[09:16:13 | 04-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x59e179f01002a77bd6fa4939c9089f109fbc0ce3b09360920a5da4026fa48cdb
[09:19:16 | 04-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:19:19 | 04-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:15:53 | 05-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0xf72cae3c6bf6b857b547a3a8e44d11a4900a3eaa30fef548fc8abfc07465a08b
[09:16:15 | 05-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xd7ac05251d2be355f35ff9700eecd2156cc7624d4d5cb78eff46435d56d7ce55
[09:19:18 | 05-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:19:20 | 05-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:16:00 | 06-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x79132795a13f47f94900db5434a3e95712ac6b7bd6867d2c323bb56fc7c728eb
[09:16:15 | 06-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x28b962d7af184c5f8f11c4cbc83ce0c842ad763d4b060c3964f6430e616ba6c8
[09:19:18 | 06-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:19:21 | 06-03-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:16:56 | 07-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x8075be2144c8cf4fd3da808972b313786d123774ecb548bf7406fe3589cc0eee
[09:17:03 | 07-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x23db39ca33630baef47b04655046920a272bfa2353730eb324a4937d66225a51
[09:20:06 | 07-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:20:09 | 07-03-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[08:48:07 | 08-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x2e050753ec68a3e13028067c21cb644206ec5ae96247bfc3aa913c05e74cad59
[08:48:25 | 08-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xb83bc74d30c9fc497eefcd30fb87c1376736f617624ab1819b6db5eb72c786e2
[08:51:28 | 08-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[08:51:31 | 08-03-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
Error:
[08:57:01 | 09-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xcc6c6efcb7aafc370fdc274d9c5e0a991e69c2090f8e92272999991db6a19a20
[09:00:04 | 09-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:00:07 | 09-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[08:58:40 | 10-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x91f41ead915aaa730490a35232f944444e6d85d2411c00af3ed4eab4895f2478
[08:58:52 | 10-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2c038001c3e78f03df7716347d63e3919a7e5ef52130cb2e5572a1b0d335c8f8
[09:01:55 | 10-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:01:58 | 10-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:16:56 | 11-03-2025] Transaction Confirmed: https://reddio-devnet.l2scan.co/tx/0x64d72b6a93e8b57037ac78ec32cde457cf6433f022d174451bfc41e3f58ecc7b
[09:17:15 | 11-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe76d7ddb0270a6753aed9bab021843f75fde2ae0417ac0bb4a313ac5cd0e54e8
[09:20:19 | 11-03-2025] Transfer Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
[09:20:22 | 11-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:15:53 | 12-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3e110150ab3cc005173aaf5ff9e364f1cf02dcede634fbf175d608c988684461
[09:18:56 | 12-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:18:59 | 12-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:17:37 | 13-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x9cb3b6b0e70c355379941493ddd4f5f437596807bb5d3b56d4daf8d4cf29f17b
[09:20:41 | 13-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:20:44 | 13-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:16:04 | 14-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x606016469cf1c7487cc6ae7e7d494a1bfa44c40243595ea7ffba4e3cb27f0d5e
[09:19:08 | 14-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:19:11 | 14-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:14:15 | 15-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x75bc56a15f8327a325c873a8be9373ef0ca0a5681c175833cebd0da7c52c4f2e
[09:17:18 | 15-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:17:21 | 15-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:22:25 | 16-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x64a93668dc2831a980d7fc923e8a9c49aed0fd4e855fc693e3cc720aa22dccdf
[09:25:28 | 16-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:25:31 | 16-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:20:16 | 17-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2c0ee11c009bb82f5eb3b9e32f53b8e1ff940c384a43b8059ca97044023ea432
[09:23:20 | 17-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:23:22 | 17-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:19:40 | 18-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xe928b43a9c3da512ee7728a1138bce28f00bd2225b49681ef2650e6ef7ea246c
[09:22:43 | 18-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:22:46 | 18-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:18:25 | 19-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x39ad1303ca0305c774f0411002ab7545c3e3f64800f73f5ba857957db62bf307
[09:21:28 | 19-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:21:31 | 19-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:17:29 | 20-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x79124e2ecbead48a6951c705e77fd4226e37ef413e3a8e60d2366bcf37bafebd
[09:20:32 | 20-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:20:35 | 20-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:19:28 | 21-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x79f3d08f4587d00773516eb5490a9f58648135b8e37704ec22e3c675042722dd
[09:22:31 | 21-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:22:35 | 21-03-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
Error:
[09:15:39 | 22-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x754187227763cceb8c36b0344a3cb90b817509beed88bf4c2452ea6f6c4a8730
[09:18:42 | 22-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:18:45 | 22-03-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
Error:
[09:25:01 | 23-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x87767bfa2909af4fef792b272842d516cc8bee74ec6a3b866cc9645c51732670
[09:28:04 | 23-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:28:07 | 23-03-2025] Bridge Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
Error:
[09:22:49 | 24-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xc0f7a7c36018c4cced9b72559e53e31d840e2caf66bda6089a7b793a3b09be19
[09:25:52 | 24-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:25:55 | 24-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:20:01 | 25-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x603a2e21e3fdbcbd1f3a2d8aba0282a46d591b33c3b7cf8e2fec96a5b163855f
[09:23:04 | 25-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:23:07 | 25-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:19:17 | 26-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x6e56d2e40ef9a59ecf17df8eea318771485aad84edb8649377c0c7b5576bb9c5
[09:22:20 | 26-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:22:23 | 26-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:19:26 | 27-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x8f6d20575e952af77f0fc36764f99e4920263416ca0e9b14f79cd38860380e3f
[09:22:29 | 27-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:22:33 | 27-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:20:39 | 28-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xf367aa798fde5f91c0a8d5744402bed433c1e20da566092388b3f4ff22d0f742
[09:23:42 | 28-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:23:46 | 28-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:17:37 | 29-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xa4c80f774991680d699ac141900f7dbc21ceb9a6acccfb9253adb3eb98a12945
[09:20:40 | 29-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:20:43 | 29-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:26:14 | 30-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdbed48e6148270122240c61a0a01368ab52c2780480716a96855f8afb0ac0f8b
[09:29:17 | 30-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:29:20 | 30-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:25:27 | 31-03-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x73b3e03169d251fd9fd4e62907cf410bd798ad0fb42ab8861d219bbb52023ed0
[09:28:30 | 31-03-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:28:33 | 31-03-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:39:49 | 01-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x3e279914cbe363bac09debe1b364ae9c35160f9cb5f1d5a41c9c0b0682aa00ac
[09:42:53 | 01-04-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:42:56 | 01-04-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:21:38 | 02-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x28ac839ce0e4731e0f59826c0d495cc5ee356452600eeafe18b3d9fe5a9f9981
[09:24:41 | 02-04-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:24:44 | 02-04-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:21:52 | 03-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0xdd2377d51827c0149f855cf0769d5c0779d382ffc960f3ad2716d76cb0cc95eb
[09:24:55 | 03-04-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:24:58 | 03-04-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:20:02 | 04-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x81ac8e6d432eab4b444045dbeacb746a89d185ddcb89e96929ea528711c842ee
[09:23:05 | 04-04-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:23:08 | 04-04-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
[09:18:04 | 05-04-2025] Transaction Confirmed: https://sepolia.etherscan.io/tx/0x2cbb82f6c75d2566d20b2e1b3dd18ca1937e7f8d195b3cf0dc20fde3927adf19
[09:21:07 | 05-04-2025] Transfer Task failed for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4: Request failed with status code 400
[09:21:10 | 05-04-2025] Bridge Task successful for 0xdBd56e0daB296e327AeC1F417dEAE1f9e2dD1cb4
Error:
